Transcript	logFC	AveExpr	t	P.Value	adj.P.Val	B	associated.gene
ENSMUSG00000039232.12	2.93988704213411	6.09327804402843	10.0487568402031	1.08673617825034e-07	5.33121719444526e-05	8.16744279614257	NA
ENSMUSG00000037820.15	2.69195915452081	9.48058283138673	9.92165334631264	1.26815826246184e-07	6.0066972045434e-05	8.01856659004632	NA
ENSMUSG00000039911.13	5.08601684937399	3.75961843747047	9.85522914122344	1.3755558731281e-07	6.29821182442921e-05	7.38928960154436	NA
ENSMUSG00000015312.9	3.73785223739067	6.18509294303324	9.80238026223534	1.46790818975308e-07	6.5042538369188e-05	7.86669746454972	NA
ENSMUSG00000092274.3	-2.50300193687878	6.92273504387047	-9.61661433181179	1.84854680859539e-07	7.85097488930607e-05	7.65981028509523	NA
ENSMUSG00000031778.13	2.74454574320388	5.90381554380028	9.57836455691343	1.9392360553386e-07	7.85097488930607e-05	7.6089153167226	NA
ENSMUSG00000015837.15	2.08109475826426	11.0680670293936	9.57669095113597	1.94331061616487e-07	7.85097488930607e-05	7.56321241647431	NA
ENSMUSG00000027995.10	2.17401827162558	8.98336163089277	9.4543360049604	2.26732197369273e-07	8.79622977377078e-05	7.43918757925841	NA
ENSMUSG00000002108.10	3.37930415491552	4.63874966404584	9.44120586601819	2.30536016202496e-07	8.79622977377078e-05	7.3954600667493	NA
ENSMUSG00000034226.7	3.40559307137695	5.15361704455594	9.40661466086659	2.40885567390141e-07	8.94271392884048e-05	7.35851492043538	NA
ENSMUSG00000022587.14	3.05467106476171	8.85649707517736	9.29885676196349	2.7641571581587e-07	9.95718498860775e-05	7.25146835584733	NA
ENSMUSG00000018500.2	3.41418529712962	5.09964216503451	9.28131087972543	2.82709824225176e-07	9.95718498860775e-05	7.20577331782552	NA
ENSMUSG00000020641.16	2.61185406585498	8.04648998607433	9.22713213861426	3.0312475644555e-07	0.000104093041363402	7.16357038240329	NA
ENSMUSG00000051379.12	4.7365398175768	4.52257937398274	9.17925648192133	3.22469953940732e-07	0.000108035299690973	6.88832932453187	NA
ENSMUSG00000031504.6	3.44684186143669	6.36945487960518	9.06879017768372	3.72289509743962e-07	0.000121756397758168	6.9739816427285	NA
ENSMUSG00000076441.9	3.02020680779312	5.38624126254205	9.03811824888806	3.87528434864953e-07	0.000123792804216395	6.92623245214479	NA
ENSMUSG00000060550.16	3.16786359625989	4.68601235393776	8.9558545020746	4.31764864426541e-07	0.000131925452929563	6.80970008546271	NA
ENSMUSG00000020205.8	3.17754352638166	6.45964259097176	8.94918704602154	4.35577922216764e-07	0.000131925452929563	6.82105889578794	NA
ENSMUSG00000030595.15	3.08861487030903	5.50738993113209	8.92618010791984	4.49012314090215e-07	0.000131925452929563	6.78766593681543	NA
ENSMUSG00000020108.4	3.90154830740858	4.72237577225998	8.92215963456965	4.51404796715891e-07	0.000131925452929563	6.7066165325617	NA
ENSMUSG00000114608.1	3.83727160793434	3.88931993564755	8.88172134863487	4.76235294696497e-07	0.000136282666832314	6.50603997467803	NA
ENSMUSG00000020400.17	2.09995101674277	7.34972987479011	8.84584193638864	4.99481809143329e-07	0.000140018002661077	6.66962642012374	NA
ENSMUSG00000004791.7	7.84488771814088	2.15467295213842	8.82313256862913	5.14815572131202e-07	0.000140776309894481	4.62826078068429	NA
novelGene_1351	2.7851298253162	5.56044725015561	8.81175607774671	5.22684318915151e-07	0.000140776309894481	6.63758549995055	NA
ENSMUSG00000031431.13	2.38240408579898	6.4828304521202	8.78528141652691	5.41494410137133e-07	0.000143037831108532	6.60518781150465	NA
ENSMUSG00000038352.15	2.84304104153843	4.46451167120058	8.74338021289292	5.72748123051039e-07	0.000146358148251064	6.5435959165032	NA
ENSMUSG00000002897.5	2.32889191507327	7.32945616730073	8.73997061673017	5.75374199589217e-07	0.000146358148251064	6.53426061679464	NA
ENSMUSG00000028583.14	4.00690482056617	3.66410763547228	8.63711568102207	6.60913763163701e-07	0.000162619095130703	6.20309754455705	NA
ENSMUSG00000027646.15	3.54607834343141	3.89767674368221	8.62272116370829	6.73922184269042e-07	0.000162619095130703	6.3210430999926	NA
ENSMUSG00000021025.8	2.95369363268715	8.84721672480457	8.62174169308573	6.74817153643714e-07	0.000162619095130703	6.35583993382731	NA
ENSMUSG00000007872.3	2.95076442850007	7.12840424103523	8.4907927112739	8.06610042961163e-07	0.000188734711669183	6.20700895197039	NA
ENSMUSG00000035493.10	2.04986617830129	9.75607322224953	8.48712882503441	8.10668898404323e-07	0.000188734711669183	6.15615969063024	NA
ENSMUSG00000021003.10	-2.1943954794927	7.30009238251811	-8.45147484932374	8.51316478959354e-07	0.000191962206194729	6.14066014753295	NA
novelGene_8468	4.11033847016409	3.6814452550148	8.450479203649	8.52482132926503e-07	0.000191962206194729	5.92341493608517	NA
ENSMUSG00000032725.10	2.80502877738785	7.79483092979437	8.42052640664013	8.88352725099492e-07	0.000196813113418817	6.09332527353634	NA
ENSMUSG00000074896.3	2.46315171221482	8.98474487233631	8.40505878789067	9.07499801811788e-07	0.000197863766312488	6.05825363535017	NA
ENSMUSG00000044468.14	2.2822324443647	6.72767660453732	8.38670836817025	9.3078452745152e-07	0.000199769629204282	6.0718433438793	NA
ENSMUSG00000053175.17	3.7029644311008	6.02349444729015	8.3513432186292	9.7746451088585e-07	0.000206560808023508	6.03258936503887	NA
ENSMUSG00000000732.9	2.78089603180575	5.73206162789085	8.33875248751538	9.94677340171595e-07	0.000207013453706016	6.01274563410724	NA
ENSMUSG00000026981.15	2.22782918161828	7.66919960271524	8.31159392954526	1.0329094816429e-06	0.000211761860296221	5.9397251177454	NA
novelGene_1342	2.47640648993038	5.49213601483455	8.28284771577213	1.07507891848743e-06	0.000215732607497973	5.93991506169344	NA
ENSMUSG00000038235.4	2.75729080933553	5.78017875488416	8.27712550441773	1.08368884080956e-06	0.000215732607497973	5.93213422708791	NA
ENSMUSG00000044533.15	2.8263229961984	6.20735421601706	8.22799169593886	1.16069666609276e-06	0.000227761848649287	5.86037136094773	NA
ENSMUSG00000024401.14	2.89176498032045	7.39899023597923	8.17807472998244	1.24489822835933e-06	0.000240152632829952	5.77028789468569	NA
ENSMUSG00000005824.7	3.49212616277508	4.39225443713618	8.1701739591585	1.2588082093591e-06	0.000240152632829952	5.72334147700823	NA
ENSMUSG00000026748.13	-2.26628009007847	6.14558506097811	-8.13035703083821	1.33145987005889e-06	0.000250533325686697	5.72251282049676	NA
ENSMUSG00000038418.7	-2.98649239116224	6.33447652383836	-8.0463530305331	1.49971128226029e-06	0.000278378840177397	5.59875634886187	NA
ENSMUSG00000020826.9	7.92650358910409	-0.00239074734813971	8.02045702435361	1.55601116241584e-06	0.000284978257692587	3.63465481424494	NA
ENSMUSG00000042677.7	1.99967911235719	7.92969004295054	7.96984525908469	1.67260838174818e-06	0.000302301956995961	5.46532665604557	NA
ENSMUSG00000026365.15	-2.371003115869	6.60455009449624	-7.95098960910481	1.71838262445661e-06	0.000306541606877091	5.45902201818498	NA
ENSMUSG00000115982.1	4.55129768009364	4.08638927591488	7.9040491530227	1.83819447440498e-06	0.000319906920344012	5.07360028136026	NA
ENSMUSG00000018930.3	2.72090310726238	4.63844173820644	7.90341061138352	1.8398840060554e-06	0.000319906920344012	5.41720702851328	NA
ENSMUSG00000025154.15	-2.50722439306366	6.39999516978211	-7.88145901723311	1.89897749819752e-06	0.000326054436440514	5.36998516966594	NA
ENSMUSG00000028480.14	3.59414706194317	4.31382062028166	7.85258142384436	1.97979304986384e-06	0.0003357337942337	5.31741361582389	NA
novelGene_1337	3.46174406195952	3.98016868519709	7.83022181909312	2.04486567197672e-06	0.000342539937442344	5.24328570812066	NA
ENSMUSG00000113326.1	-4.72442221843493	4.30866092470925	-7.79383167137482	2.15565768497607e-06	0.000352712244566141	5.04257780714661	NA
ENSMUSG00000035042.2	5.65645942982465	0.912808420274557	7.78098064230908	2.19628659629037e-06	0.000352712244566141	4.42151615793371	NA
ENSMUSG00000028525.16	2.55990561865693	6.72967028899793	7.77888708743055	2.20298182961982e-06	0.000352712244566141	5.21996483170158	NA
ENSMUSG00000079523.8	2.70746501272495	5.06262079694241	7.77583341901712	2.21278628071762e-06	0.000352712244566141	5.23839761450171	NA
ENSMUSG00000027660.16	1.97250518835146	7.01026755051462	7.76928076196416	2.23398116462247e-06	0.000352712244566141	5.18337435882407	NA
ENSMUSG00000037966.15	2.70008527023778	6.87496136007931	7.75704283726344	2.27414268282542e-06	0.000354972998764659	5.16991662167884	NA
ENSMUSG00000001348.15	4.90471821177299	2.69785485389535	7.74884005981186	2.30148911876145e-06	0.000355205107138284	4.93805003633978	NA
ENSMUSG00000052776.10	2.2994641363255	7.9374371923397	7.73757083936524	2.33962718290911e-06	0.000357079099827107	5.12362968279009	NA
ENSMUSG00000040363.15	3.15460173926324	4.47994528007658	7.72926602964967	2.36816057844993e-06	0.000357462128632837	5.17106919649854	NA
ENSMUSG00000021453.2	4.24980903495816	4.96373685518125	7.67403772369604	2.56752846923029e-06	0.000383343163623339	5.07897520511776	NA
ENSMUSG00000029581.14	6.76929821466253	1.83175392083376	7.66248265448446	2.61144391622141e-06	0.000385707458421691	4.12046327152401	NA
ENSMUSG00000001247.16	2.07593937264578	6.14429298902865	7.62246604917406	2.76977179924455e-06	0.000404092444440013	5.00154340222219	NA
ENSMUSG00000027514.14	2.1070768391664	6.72808830391654	7.61637284774329	2.79475700508162e-06	0.000404092444440013	4.98485478541798	NA
ENSMUSG00000058385.8	-3.80578559290523	4.30364568632012	-7.59523086007411	2.88331457383552e-06	0.00041000456810707	4.90939148231663	NA
ENSMUSG00000021298.8	2.20152666649418	5.88725171962252	7.59214901886933	2.89646930769542e-06	0.00041000456810707	4.95882690642884	NA
ENSMUSG00000060802.8	2.41844103226222	8.81973987056334	7.58547093181708	2.92519275440396e-06	0.00041000456810707	4.87566005128895	NA
ENSMUSG00000032487.8	2.98186127222974	6.53584484194269	7.5688705062488	2.99790657179778e-06	0.00041301109344305	4.92066189254824	NA
ENSMUSG00000028214.13	4.93932907108651	3.11034464973122	7.56687426057971	3.00677849041242e-06	0.00041301109344305	4.65640081563504	NA
ENSMUSG00000009687.14	2.5880473153989	6.81397807683962	7.54083814422557	3.12506757745795e-06	0.000425009190534281	4.86030073261313	NA
ENSMUSG00000037580.10	2.76759426232633	5.12122445467388	7.5204018825639	3.22135872734489e-06	0.000431276848673657	4.87467489084551	NA
ENSMUSG00000085295.7	2.29468388472267	6.78033600479499	7.5177777619797	3.2339484139041e-06	0.000431276848673657	4.82756266944693	NA
ENSMUSG00000105504.4	3.88944447523076	2.63006466094039	7.47906781023813	3.42583332854021e-06	0.000452473525007965	4.57138093366038	NA
ENSMUSG00000033355.6	2.5675641390653	6.86479042064168	7.38016440676657	3.97284281104163e-06	0.000519503173174878	4.62838910687335	NA
ENSMUSG00000050370.5	4.31038302118666	3.39068098829854	7.37414598874377	4.00897905915384e-06	0.000519503173174878	4.44765024800997	NA
ENSMUSG00000026548.4	2.69645549006592	5.5077009709389	7.35451948273326	4.12925468400572e-06	0.000530088246163575	4.61823660619128	NA
ENSMUSG00000095609.2	2.09386373838884	6.5872573792655	7.33754719483667	4.23633919193475e-06	0.000538799584633479	4.55752906221072	NA
ENSMUSG00000050708.16	2.64454876986357	11.324261512364	7.31649865196217	4.37323298735586e-06	0.000546211631765139	4.38953106407043	NA
ENSMUSG00000035545.13	-2.42669762634009	5.5785026535885	-7.31636050621689	4.37414673079247e-06	0.000546211631765139	4.56460984539907	NA
ENSMUSG00000030156.5	4.22253130886289	2.69361936420793	7.30596449113515	4.44349154316784e-06	0.000549872070603184	4.34149182779547	NA
ENSMUSG00000015656.17	1.68905666404726	11.0270885056497	7.29924397829159	4.48893681917e-06	0.000550536037036778	4.37114637551027	NA
ENSMUSG00000054203.7	4.74930419535615	4.8407296164883	7.28419910456769	4.59246197700173e-06	0.000558248298372529	4.52744027906626	NA
ENSMUSG00000018920.11	1.74606770485027	8.6948877112516	7.27693159764797	4.64337085523243e-06	0.000559485456732216	4.39315283218736	NA
ENSMUSG00000058135.12	3.14067128600852	5.6378655738338	7.26557691740269	4.72410699384107e-06	0.000564263771020878	4.49182870988981	NA
ENSMUSG00000071669.14	-2.51623705664731	4.53166146417247	-7.25392294637426	4.80851468812883e-06	0.000569394463414979	4.4874582507562	NA
novelGene_12620	2.77283903407326	5.23459745206119	7.23822084495107	4.92476927413163e-06	0.000578176331192069	4.45921180951017	NA
ENSMUSG00000024778.13	3.28055264271099	3.51412152724733	7.19906634660341	5.2277794326111e-06	0.000607917124512185	4.3996996481995	NA
ENSMUSG00000031613.9	-3.15642772986475	4.36811600906314	-7.19422283121073	5.266608751962e-06	0.000607917124512185	4.39746436030853	NA
ENSMUSG00000022528.8	3.26568531994758	3.80925509616339	7.16157541824207	5.53640871303735e-06	0.000632846918068842	4.32920867081339	NA
ENSMUSG00000107039.1	1.84771985896332	8.21740127479248	7.15707507715197	5.57472896668098e-06	0.000632846918068842	4.2327376093024	NA
ENSMUSG00000053113.3	1.72364433580722	8.81162813934144	7.13304579877891	5.78413096352293e-06	0.000651236253401237	4.18788634375888	NA
ENSMUSG00000026315.13	2.19275194691738	5.31292093939024	7.12014579947498	5.8999576682794e-06	0.000655588067640429	4.26349801743593	NA
ENSMUSG00000028937.14	2.5182838991411	5.83395406270812	7.11813427984071	5.91823823437778e-06	0.000655588067640429	4.26011758212474	NA
novelGene_1357	2.92961479591908	4.78051593786528	7.10323668091227	6.05550163933014e-06	0.000660978145718668	4.26179469545447	NA
ENSMUSG00000063234.5	4.86607462129384	2.72617418802473	7.10241851250652	6.06313674727374e-06	0.000660978145718668	3.86557084149275	NA
ENSMUSG00000028459.11	2.21785571170866	9.50841673084532	7.06859265828685	6.3878610939874e-06	0.000690894960527645	4.05925826657095	NA
ENSMUSG00000035692.7	4.09537922940832	3.28732389028129	7.06110757364457	6.46216663668548e-06	0.000692077325688621	3.98450338369212	NA
novelGene_9670	3.41669073617571	4.4238108401387	7.05383805325832	6.53520570640819e-06	0.000692077325688621	4.19165285344642	NA
ENSMUSG00000001482.15	2.3460485473166	6.93809377343286	7.05009427438939	6.57315991447051e-06	0.000692077325688621	4.10868514864565	NA
ENSMUSG00000018459.15	3.97154232604567	3.04898609984683	7.04314790332063	6.64419924345896e-06	0.000692077325688621	4.0474930087418	NA
novelGene_9678	2.76056629997561	3.96919495775088	7.03844152278346	6.69279060427235e-06	0.000692077325688621	4.16867691203866	NA
ENSMUSG00000057137.9	2.05228115691353	5.77363793330066	7.03402576984895	6.73872235886701e-06	0.000692077325688621	4.10547702588811	NA
ENSMUSG00000033917.15	2.23191603407193	6.41208851608653	7.03280469363043	6.75148235601887e-06	0.000692077325688621	4.10338950558884	NA
ENSMUSG00000030695.16	2.0798168499682	10.0497733914474	7.02543786970957	6.82900693154757e-06	0.000694838808975833	3.96831243192779	NA
ENSMUSG00000049734.9	3.47956371982907	3.43342513007155	7.01952840847546	6.89187368713744e-06	0.000696079242400881	4.07513142267269	NA
ENSMUSG00000027447.6	2.08501447194882	8.58394908602246	7.01251668870366	6.96725952708065e-06	0.000697718026466471	3.99997360723897	NA
ENSMUSG00000056116.18	2.13040413400647	6.34086073327365	7.0086053933963	7.00968896712092e-06	0.000697718026466471	4.0757952465123	NA
ENSMUSG00000022951.16	1.87917762298597	6.03720871300169	7.00350263101886	7.06545354467211e-06	0.000698209135896519	4.06563468793593	NA
ENSMUSG00000024661.7	2.06758981483819	10.780360954201	6.98497465985265	7.2718997376916e-06	0.000713477248549513	3.88386718712741	NA
ENSMUSG00000026547.15	2.1372297540419	7.8658524787847	6.97912144162423	7.33843366637823e-06	0.000714898757740223	3.96739284898154	NA
ENSMUSG00000043017.9	2.3161049546428	4.67317147348273	6.964214503283	7.51079845838852e-06	0.000726537518481864	4.04616062894367	NA
ENSMUSG00000025283.15	2.33386778726052	7.97522077150164	6.95663759538261	7.60004003939787e-06	0.000730029020847336	3.92937682839719	NA
ENSMUSG00000079138.3	8.90108243345851	3.43676233824132	6.94254707136057	7.76898636506154e-06	0.000739250112672564	3.14430965628958	NA
ENSMUSG00000086583.3	2.50138375152046	8.152939141858	6.93895113803208	7.81273312434099e-06	0.000739250112672564	3.89626799201375	NA
ENSMUSG00000035385.5	3.28674290369163	5.1285302939184	6.93529388214321	7.8574924614294e-06	0.000739250112672564	4.01071011271627	NA
ENSMUSG00000041135.15	2.33037154924154	5.35401233689572	6.91485516378853	8.11266027661264e-06	0.000751228766906064	3.9495835491698	NA
ENSMUSG00000032412.8	1.93380411617996	9.50017684209675	6.91265078841196	8.14069828991989e-06	0.000751228766906064	3.8147812969878	NA
ENSMUSG00000063856.7	2.47502858832636	6.76340586092916	6.91200864034298	8.14888513897813e-06	0.000751228766906064	3.90713435419927	NA
ENSMUSG00000003541.6	2.83838260429771	4.68703906619095	6.88901389217841	8.44784521166889e-06	0.000773597345516559	3.93849231718637	NA
ENSMUSG00000024338.15	2.96597916015855	6.02945523757854	6.8831469211176	8.52595992455051e-06	0.000775580036580304	3.8936171462637	NA
ENSMUSG00000035274.13	5.01898619170237	1.58376907974304	6.8484862586557	9.00325200748783e-06	0.000813609668255611	3.33741658501346	NA
ENSMUSG00000071866.12	2.30161225049918	6.9572894407458	6.84136089876054	9.10481584774786e-06	0.000817410133886697	3.78992539010596	NA
ENSMUSG00000067274.10	2.45371971679196	7.3149879609817	6.82222458818548	9.38360463438687e-06	0.000836968787389208	3.73750214705665	NA
ENSMUSG00000041598.7	1.92473432340114	6.77516972712538	6.81718057146889	9.45857721279904e-06	0.000838213010290372	3.74959697607833	NA
ENSMUSG00000030717.9	4.56504121352339	2.45139931069099	6.81194790083426	9.53702141350455e-06	0.000839746962409606	3.50199305468487	NA
ENSMUSG00000090231.10	3.58538230679762	2.6232091210458	6.80125172502881	9.69951126587639e-06	0.000842636650569997	3.66090397629483	NA
ENSMUSG00000027962.14	6.62000147660438	0.0531709625135939	6.80059405557655	9.70959692309967e-06	0.000842636650569997	2.50173040697058	NA
ENSMUSG00000023175.15	2.28867985455232	6.83599075053012	6.797715244427	9.75387503207845e-06	0.000842636650569997	3.71678965089456	NA
ENSMUSG00000017418.14	2.39510000390872	4.67397376311942	6.78444326225618	9.96077652852706e-06	0.000855132664974048	3.77816045403616	NA
ENSMUSG00000029720.9	-1.94764746227003	5.93826848255027	-6.77213540908725	1.01567832561768e-05	0.000866543942899656	3.71151218834751	NA
ENSMUSG00000024486.6	3.02070357534656	2.98950346993613	6.76428593949933	1.02839078583179e-05	0.000871973816925028	3.72812836497777	NA
ENSMUSG00000045664.5	4.35078578812542	3.26164602349877	6.75235786600763	1.04803059729741e-05	0.000878163504592153	3.58042493555168	NA
ENSMUSG00000027078.14	2.44902722319688	6.8806099618405	6.75093485023118	1.050399869844e-05	0.000878163504592153	3.6598923056826	NA
ENSMUSG00000021250.13	-1.5998209073778	9.93866169981801	-6.74825906517529	1.05487025522499e-05	0.000878163504592153	3.54557676540338	NA
ENSMUSG00000024299.17	-2.46151830646477	4.62662195752933	-6.74093189778761	1.06721451742132e-05	0.000883087868150555	3.71264826086393	NA
ENSMUSG00000021024.14	2.76984505243446	4.63630663106712	6.72766142369194	1.08996062409148e-05	0.000896508930091049	3.69599149203881	NA
ENSMUSG00000052397.8	1.78665674719262	7.14482144745605	6.71773212087614	1.10731357520684e-05	0.000901061655216077	3.57979000345282	NA
ENSMUSG00000025701.12	2.0055673107386	5.90080805917099	6.71699380710382	1.1086154610623e-05	0.000901061655216077	3.64523611811987	NA
novelGene_ENSMUSG00000008845.9_AS	-2.40356581292192	5.50630808221945	-6.71289003728392	1.11588118114575e-05	0.000901463326755804	3.64085605995682	NA
ENSMUSG00000027215.13	1.78756156475884	6.81282084750754	6.70932420451178	1.12223521312786e-05	0.000901463326755804	3.55539041895024	NA
ENSMUSG00000062488.9	2.39109395783577	5.71538186583571	6.70287167232615	1.13383018597284e-05	0.000901464085960158	3.6308454457776	NA
ENSMUSG00000011179.8	2.5097489675284	8.22337192704514	6.70034567228828	1.13840362667059e-05	0.000901464085960158	3.52256295750223	NA
ENSMUSG00000021281.15	2.5986646818178	8.72732802774112	6.69840829012328	1.14192451191808e-05	0.000901464085960158	3.47823870496072	NA
ENSMUSG00000038332.13	-1.86983799566829	7.2063906730039	-6.68192902734772	1.17234071935517e-05	0.000920186978346436	3.52458133121915	NA
ENSMUSG00000021242.9	1.71510185575868	8.94005681341049	6.64824360854422	1.23720045808679e-05	0.000965578721152284	3.39726696771518	NA
novelGene_9738	6.37810072401082	0.708267528484906	6.63861220408946	1.25643204455275e-05	0.000975048054461952	2.33004822347065	NA
ENSMUSG00000023456.15	2.12904473513061	8.19610386630448	6.61889189328211	1.29679747144581e-05	0.00100071966672919	3.38252391458667	NA
ENSMUSG00000079017.3	2.15754528333262	5.98115865763922	6.60750872099421	1.32071712661848e-05	0.00100766116830533	3.47398040873437	NA
ENSMUSG00000018476.7	2.72958608352733	4.57963108527048	6.60677966191636	1.32226485346855e-05	0.00100766116830533	3.51264665300888	NA
ENSMUSG00000096617.3	2.09403428733117	8.23273399542324	6.60417943812261	1.32780046202144e-05	0.00100766116830533	3.35714519554999	NA
ENSMUSG00000030588.12	2.41789499536019	4.53767960359934	6.56516695229798	1.41384769257964e-05	0.00106430761021818	3.43079041020544	NA
ENSMUSG00000029223.12	2.65619438427304	4.22855730779244	6.56337413699922	1.41794039509265e-05	0.00106430761021818	3.44735808582663	NA
novelGene_1330	2.77388880388461	3.92262592452781	6.55639973280076	1.4339808006092e-05	0.00107049784115043	3.43647628159442	NA
ENSMUSG00000073409.12	1.85862401680111	5.97748035247937	6.54052199256128	1.47121442972181e-05	0.00109016971859502	3.32968584464192	NA
ENSMUSG00000021277.16	2.39748142803958	4.80288878022383	6.53842588129493	1.47620535569797e-05	0.00109016971859502	3.36000071631648	NA
ENSMUSG00000027613.15	2.40313974510709	5.10783717292381	6.53451259737138	1.48557078535468e-05	0.0010912192677878	3.36960852408155	NA
ENSMUSG00000023067.14	1.88152200349691	7.91333626573148	6.52195890386188	1.51603912240443e-05	0.00110258241275195	3.23800913943306	NA
ENSMUSG00000095595.2	2.0925929060634	6.24396539098816	6.52152890556156	1.51709432156464e-05	0.00110258241275195	3.29484337996211	NA
ENSMUSG00000071644.10	1.90045658588173	6.78060799466734	6.50980724324118	1.54615851152584e-05	0.00110596460011131	3.25450682502637	NA
ENSMUSG00000040128.9	2.09350520292503	6.94304125267561	6.50664685789685	1.55409463629171e-05	0.00110596460011131	3.24287734784489	NA
ENSMUSG00000087523.1_ENSMUSG00000018293.4	2.13486234689886	7.93484384605113	6.50627284198278	1.55503666948684e-05	0.00110596460011131	3.20867377244184	NA
ENSMUSG00000037759.6	3.12286223963124	1.95691110512479	6.50443392386531	1.5596770957966e-05	0.00110596460011131	3.32682414016504	NA
ENSMUSG00000037447.16	1.96399953775979	5.70286604462615	6.50351322272417	1.56200591454277e-05	0.00110596460011131	3.30903178874219	NA
ENSMUSG00000024048.15	2.33678426685524	6.01991246976181	6.47611774310964	1.63300075518514e-05	0.00115030248067811	3.24686061643676	NA
ENSMUSG00000101163.1	6.08586077311724	0.0862327633007716	6.45278160386653	1.696152886584e-05	0.0011886916352101	2.12610153649939	NA
ENSMUSG00000018774.13	2.11708914638289	9.43747190397143	6.44671735521358	1.71298091116158e-05	0.00119439115714292	3.05334021308653	NA
ENSMUSG00000001627.12	2.13879275184159	8.40799698542118	6.43983830338152	1.73228276629131e-05	0.0011975661032555	3.09329202668462	NA
ENSMUSG00000021493.15	2.30509950550197	4.22765101707445	6.43888653721705	1.73497127655682e-05	0.0011975661032555	3.24719506507766	NA
ENSMUSG00000036931.15	1.85847621956653	6.34819141299357	6.43389173847751	1.74915250495505e-05	0.00120131794040313	3.1478440878656	NA
ENSMUSG00000064373.12	-1.5077180983135	11.1838531604329	-6.42796851450431	1.76612787262341e-05	0.00120138876840144	2.95938978219862	NA
